Unnamed: 0,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL
1733,Ernest St. Ives,Deadly Ernest,Ernest St Ives,Male ,Widowed,Bad ,69,390.0,Grey ,Black,Heterosexual,France,"Canadian, French,  ",Homeschooled,Crime lord,2,2,2,6,2,2,https://static.wikia.nocookie.net/marveldatabase/images/5/54/Ernest_St._Ives_%28Earth-616%29_from_Marvel_Legacy_The_1980s_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/350?cb=20190706222756,"Montreal, Quebec, Canada",https://marvel.fandom.com/wiki/Ernest_St._Ives_(Earth-616),https://marvel.fandom.com/wiki/Ernest_St._Ives_(Earth-616)#Powers_and_Abilities
1734,Samuel Smith,Rev,Samuel Smith,Male ,Single,Bad ,70,170.0,MultiColored,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Cult Leader,2,2,2,2,2,3,https://static.wikia.nocookie.net/marveldatabase/images/4/4f/Samuel_Smith_%28Earth-616%29_from_Punisher_Vol_2_39.png/revision/latest/scale-to-width-down/350?cb=20140126024856,"New York City, New York",https://marvel.fandom.com/wiki/Samuel_Smith_(Earth-616),https://marvel.fandom.com/wiki/Samuel_Smith_(Earth-616)#Powers_and_Abilities
1735,Jacob Eichorn,Styx,Jacob Eichorn,Male ,Single,Bad ,74,134.0,Hazel ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,MercenaryFormerlytest subject,2,2,2,2,2,1,https://static.wikia.nocookie.net/marveldatabase/images/b/b6/Jacob_Eichorn_%28Earth-616%29_in_Spider-Man_Deadpool_Vol_1_3.jpg/revision/latest/scale-to-width-down/350?cb=20160309233211,"New York City, New York",https://marvel.fandom.com/wiki/Jacob_Eichorn_(Earth-616),https://marvel.fandom.com/wiki/Jacob_Eichorn_(Earth-616)#Powers_and_Abilities
1736,Jody Putt,Jester,Jody Putt,Male ,Single,Bad ,69,170.0,Brown ,Brown,Heterosexual,Somewhere in America,American,Homeschooled,Criminal,4,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/c/ca/Jody_Putt_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20091122161415,Mobile,https://marvel.fandom.com/wiki/Jody_Putt_(Earth-616),https://marvel.fandom.com/wiki/Jody_Putt_(Earth-616)#Powers_and_Abilities
1737,Crule,Crule,Unknown,Male ,Single,Bad ,80,329.0,White ,Orange,Heterosexual,Possibly what would become northern Africa,Krakoan,Homeschooled,Former Nazi agent,3,4,2,6,1,6,https://static.wikia.nocookie.net/marveldatabase/images/8/88/Crule_%28Earth-616%29_from_Cable_Vol_1_150_001.jpg/revision/latest/scale-to-width-down/350?cb=20180226193931,"New York City, New York",https://marvel.fandom.com/wiki/Crule_(Earth-616),https://marvel.fandom.com/wiki/Crule_(Earth-616)#Powers_and_Abilities
1738,Heike Zemo,Baroness Zemo,Heike Zemo,Female ,Married,Bad ,69,135.0,Blue ,Bald,Heterosexual,"Newark, New Jersey",German,Homeschooled,"13th Baroness of Zeulniz, Terrorist",4,3,2,2,3,6,https://static.wikia.nocookie.net/marveldatabase/images/4/4a/Heike_Zemo_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/226?cb=20170402043012,"New York City, New York",https://marvel.fandom.com/wiki/Heike_Zemo_(Earth-616),https://marvel.fandom.com/wiki/Heike_Zemo_(Earth-616)#Powers_and_Abilities
1739,Radha Dastoor,Haven,Radha Dastoor,Female ,Single,Neutral ,72,151.0,Brown ,Black,Heterosexual,"Bombay, India",Indian,Homeschooled,Self-proclaimed savior,3,2,7,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d7/Radha_Dastoor_%28Earth-616%29_from_X-Factor_Vol_1_96_0001.jpg/revision/latest/scale-to-width-down/350?cb=20190804231128,Mobile,https://marvel.fandom.com/wiki/Radha_Dastoor_(Earth-616),https://marvel.fandom.com/wiki/Radha_Dastoor_(Earth-616)#Powers_and_Abilities
1740,River Verys,Tendril,River Verys,Male ,Single,Bad ,93,100.0,White ,Grey,Heterosexual,"Klamath Falls, Oregon",American,High School ,"Former professional criminal, test subject",2,4,3,6,1,3,https://static.wikia.nocookie.net/marveldatabase/images/7/78/Tendril1.jpg/revision/latest/scale-to-width-down/350?cb=20120629022519,"Portland, Oregon",https://marvel.fandom.com/wiki/River_Verys_(Earth-616),https://marvel.fandom.com/wiki/River_Verys_(Earth-616)#Powers_and_Abilities
1741,Josephine Pulaski,Joey Pulaski,Josephine Pulaski,Female ,Single,Bad ,62,109.0,Brown ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Enforcer,2,2,3,2,4,2,https://static.wikia.nocookie.net/marveldatabase/images/e/e6/Josephine_Pulaski_%28Earth-616%29_from_Amazing_Fantasy_Vol_1_17_0001.jpg/revision/latest/scale-to-width-down/350?cb=20160806001329,"Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Josephine_Pulaski_(Earth-616),https://marvel.fandom.com/wiki/Josephine_Pulaski_(Earth-616)#Powers_and_Abilities
1742,Kamal el Alaoui,Kamal,Kamal el Alaoui,Male ,Single,Bad ,79,240.0,Brown ,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Terrorist,2,2,2,3,2,2,https://static.wikia.nocookie.net/marveldatabase/images/0/0d/Kamal_el_Alaoui_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_367.png/revision/latest/scale-to-width-down/344?cb=20130629202204,Genosha,https://marvel.fandom.com/wiki/Kamal_el_Alaoui_(Earth-616),https://marvel.fandom.com/wiki/Kamal_el_Alaoui_(Earth-616)#Powers_and_Abilities
1743,Ashema,Ashema the Listener,Ashema,Female ,Single,Neutral ,71,175.0,MultiColored,MultiColored,Heterosexual,"Newark, New Jersey",Celestial,Homeschooled,Cosmic Being,7,7,7,7,7,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a1/Ashema_%28Earth-616%29_from_Heroes_Reborn_Doom_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/286?cb=20070712151139,"New York City, New York",https://marvel.fandom.com/wiki/Ashema_(Earth-616),https://marvel.fandom.com/wiki/Ashema_(Earth-616)#Powers_and_Abilities
1744,Naomi Kale,Naomi Kale,Naomi Kale,Female ,Widowed,Good ,67,120.0,Blue ,Black,Heterosexual,Unknown,American,Homeschooled,Stunt motorcycle rider,2,4,4,5,4,2,https://static.wikia.nocookie.net/marveldatabase/images/8/89/Naomi_Kale_%28Earth-616%29_from_Ghost_Rider_Vol_3_-1_001.jpg/revision/latest/scale-to-width-down/285?cb=20070616063701,Mobile,https://marvel.fandom.com/wiki/Naomi_Kale_(Earth-616),https://marvel.fandom.com/wiki/Naomi_Kale_(Earth-616)#Powers_and_Abilities
1745,Gray Dolman,Shadrac,Gray Dolman,Male ,Single,Neutral,72,195.0,Brown ,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,3,4,2,6,5,2,https://static.wikia.nocookie.net/marveldatabase/images/b/bb/Gray_Dolman_%28Earth-616%29_from_Amazing_Spider-Man_Vol_2_2_001.png/revision/latest/scale-to-width-down/324?cb=20131123171215,"New York City, New York",https://marvel.fandom.com/wiki/Gray_Dolman_(Earth-616),https://marvel.fandom.com/wiki/Gray_Dolman_(Earth-616)#Powers_and_Abilities
1746,Venkat Katregadda,Vindaloo,Venkat Katregadda,Male ,Single,Bad ,69,160.0,Brown ,Black,Heterosexual,India,Indian,Homeschooled,Terrorist,2,2,2,2,4,2,https://static.wikia.nocookie.net/marveldatabase/images/a/af/Venkat_Katregadda_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_492_002.jpg/revision/latest/scale-to-width-down/350?cb=20200708002339,"New York City, New York",https://marvel.fandom.com/wiki/Venkat_Katregadda_(Earth-616),https://marvel.fandom.com/wiki/Venkat_Katregadda_(Earth-616)#Powers_and_Abilities
1747,Nathaniel Bumpo,Mr. Bumpo[2],Nathaniel Stanley Bumpo,Male ,Single,Good ,77,1200.0,Brown ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,1,1,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/3/3c/Nathaniel_Bumpo_%28Earth-616%29_from_Punisher_Vol_5_1_0001.jpg/revision/latest/scale-to-width-down/350?cb=20181212050425,"New York City, New York",https://marvel.fandom.com/wiki/Nathaniel_Bumpo_(Earth-616),https://marvel.fandom.com/wiki/Nathaniel_Bumpo_(Earth-616)#Powers_and_Abilities
1748,Axel Cluney,Zeitgeist,Axel Cluney,Male ,Single,Neutral ,71,175.0,Blue ,Blond,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Crimnial, leader; former adventurer",2,2,2,3,3,3,https://static.wikia.nocookie.net/marveldatabase/images/6/68/Axel_Cluney_%28Earth-616%29_from_Giant-Size_X-Statix_Vol_1_1_001.png/revision/latest/scale-to-width-down/316?cb=20190715001849,"Death Valley, California",https://marvel.fandom.com/wiki/Axel_Cluney_(Earth-616),https://marvel.fandom.com/wiki/Axel_Cluney_(Earth-616)#Powers_and_Abilities
1749,"Samuel Silke, Jr.",Sammy Silke,"Samuel ""Sammy"" Silke, Jr.",Male ,Married,Bad ,70,170.0,Black ,Black,Heterosexual,Presumably New York or New Jersey,American,Homeschooled,Mobster,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/8/86/Official_Handbook_of_the_Marvel_Universe_Vol_4_5_page_39_Samuel_Silke%2C_Jr_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/210?cb=20100108185950,New Jersey,"https://marvel.fandom.com/wiki/Samuel_Silke,_Jr._(Earth-616)","https://marvel.fandom.com/wiki/Samuel_Silke,_Jr._(Earth-616)#Powers_and_Abilities"
1750,Khan ,Khan,Khan,Male ,Single,Neutral,73,352.0,MultiColored,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,Conqueror and ruler of his own interdimensional empire,4,3,2,3,1,6,https://static.wikia.nocookie.net/marveldatabase/images/b/ba/X-Treme_X-Men_Vol_1_16_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20081116053946,"New York City, New York",https://marvel.fandom.com/wiki/Khan_(Alien)_(Earth-616),https://marvel.fandom.com/wiki/Khan_(Alien)_(Earth-616)#Powers_and_Abilities
1751,Leash,Leash,Unknown,Female ,Single,Bad ,73,153.0,MultiColored,Black,Heterosexual,"Newark, New Jersey",Savage Lander,Homeschooled,Terrorist,2,2,2,2,5,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d3/Leash_%28Earth-616%29_from_X-Treme_X-Men_Savage_Land_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/233?cb=20070909182749,Savage Land,https://marvel.fandom.com/wiki/Leash_(Earth-616),https://marvel.fandom.com/wiki/Leash_(Earth-616)#Powers_and_Abilities
1752,Yith,Yith,Yith  ,Female ,Single,Bad ,73,225.0,Black ,Auburn,Heterosexual,"Poitou, France",France,Homeschooled,"Mercenary, assassin",2,4,3,5,3,4,https://static.wikia.nocookie.net/marveldatabase/images/d/d5/Yith_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_12_0001.jpg/revision/latest/scale-to-width-down/332?cb=20160707074515,New York City,https://marvel.fandom.com/wiki/Yith_(Earth-616),https://marvel.fandom.com/wiki/Yith_(Earth-616)#Powers_and_Abilities
1753,Digger ,Digger,Digger,Male ,Single,Bad ,88,755.0,Pink ,Bald,Heterosexual,Various,American,Homeschooled,Former mobsters,2,6,3,5,1,3,https://static.wikia.nocookie.net/marveldatabase/images/2/20/Digger_%28Vegas_Thirteen%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_2_51_0001.jpg/revision/latest/scale-to-width-down/350?cb=20191230083649,"New York City, New York",https://marvel.fandom.com/wiki/Digger_(Vegas_Thirteen)_(Earth-616),https://marvel.fandom.com/wiki/Digger_(Vegas_Thirteen)_(Earth-616)#Powers_and_Abilities
1754,Shen Xorn,Zorn,Shen Xorn,Male ,Single,Good ,74,240.0,MultiColored,MultiColored,Heterosexual,"Xinjiang Uygur, China","Chinese, Krakoan",Homeschooled,Adventurer; former puppet ruler of New Tian,4,2,2,3,6,3,https://static.wikia.nocookie.net/marveldatabase/images/3/3c/Shen_Xorn_%28Earth-616%29_from_X-Men_Blue_Vol_1_24_cover_001.jpg/revision/latest/scale-to-width-down/314?cb=20180606182502,"Peak VII, Krakoa, Pacific Ocean",https://marvel.fandom.com/wiki/Shen_Xorn_(Earth-616),https://marvel.fandom.com/wiki/Shen_Xorn_(Earth-616)#Powers_and_Abilities
1755,Jack Dio,Underworld,"Jack ""Jackie"" Dio",Male ,Single,Bad ,72,175.0,Blue ,Black,Heterosexual,"Newark, New Jersey",American,High School dropout,Assassin,2,3,2,4,1,5,https://static.wikia.nocookie.net/marveldatabase/images/2/20/Underworld_Vol_1_5_Textless.jpg/revision/latest/scale-to-width-down/330?cb=20171209053906,"New York City, New York",https://marvel.fandom.com/wiki/Jack_Dio_(Earth-616),https://marvel.fandom.com/wiki/Jack_Dio_(Earth-616)#Powers_and_Abilities
1756,Cronus,Cronus,Cronus,Male ,Married,Bad ,182,1210.0,Brown ,White,Heterosexual,Olympus,Olympian,Homeschooled,Former Olympian Sky Father and ruler of the Titans,4,7,2,6,6,4,https://static.wikia.nocookie.net/marveldatabase/images/2/27/Cronus_%28Earth-616%29_from_Hulk_vs_Hercules_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/350?cb=20080510234333,"Tartarus, Hades, the Underworld",https://marvel.fandom.com/wiki/Cronus_(Earth-616),https://marvel.fandom.com/wiki/Cronus_(Earth-616)#Powers_and_Abilities
1757,Piper Dali,Paper Doll,Piper Dali ,Female ,Single,Bad ,70,130.0,Yellow ,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,2,2,5,2,2,https://static.wikia.nocookie.net/marveldatabase/images/e/e1/Amazing_Spider-Man_Vol_1_561_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20130108230416,New York City,https://marvel.fandom.com/wiki/Piper_Dali_(Earth-616),https://marvel.fandom.com/wiki/Piper_Dali_(Earth-616)#Powers_and_Abilities
1758,Plokta,Plokta,Plokta,Male ,Single,Bad ,71,175.0,White ,Bald,Heterosexual,"Newark, New Jersey",Hell,Homeschooled,Duke of Hell,2,1,2,6,6,1,https://static.wikia.nocookie.net/marveldatabase/images/a/af/Plokta_%28Earth-616%29_from_Captain_Britain_and_MI-13_Vol_1_6_0001.jpg/revision/latest/scale-to-width-down/350?cb=20081016220504,"Birmingham, England",https://marvel.fandom.com/wiki/Plokta_(Earth-616),https://marvel.fandom.com/wiki/Plokta_(Earth-616)#Powers_and_Abilities
1759,Zodiac ,Zodiac,Unknown,Male ,Single,Bad ,69,158.0,Blue ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Anarchist,5,3,9,2,5,4,https://static.wikia.nocookie.net/marveldatabase/images/d/d4/Dark_Reign_Zodiac_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/345?cb=20160102235816,"New York City, New York",https://marvel.fandom.com/wiki/Zodiac_(Dark_Reign)_(Earth-616),https://marvel.fandom.com/wiki/Zodiac_(Dark_Reign)_(Earth-616)#Powers_and_Abilities
1760,Robert Hellsgaard,Hellsgaard,Robert Hellsgaard,Male ,Widowed,Bad ,73,142.0,Brown ,Brown,Heterosexual,"Lenskirch,Germany",German,MS in mechanical engineering,"Monster hunter, former engineer",4,5,3,6,1,5,https://static.wikia.nocookie.net/marveldatabase/images/d/d1/Punisher_Vol_8_16_page_00_Robert_Hellsgaard_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/290?cb=20100616175650,Mobile,https://marvel.fandom.com/wiki/Robert_Hellsgaard_(Earth-616),https://marvel.fandom.com/wiki/Robert_Hellsgaard_(Earth-616)#Powers_and_Abilities
1761,Dakor,Dakor the Detective Magician,Alan Dakor ,Male ,Single,Good ,72,180.0,Brown ,Brown,Heterosexual,"Pluckley, Kent, England, United Kingdom",British,Homeschooled,U.S. Army Major; Magician; Private Investigator,3,2,9,3,6,4,https://static.wikia.nocookie.net/marveldatabase/images/c/c7/Alan_Dakor_%28Earth-616%29_from_Marvel_Mystery_Handbook_70th_Anniversary_Special_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/269?cb=20150830144033,"New York City, New York",https://marvel.fandom.com/wiki/Dakor_(Earth-616),https://marvel.fandom.com/wiki/Dakor_(Earth-616)#Powers_and_Abilities
1762,Monako,Monako,Unknown ,Male ,Single,Good ,71,185.0,Black ,Black,Heterosexual,"Casablanca, Morocco",United Kingdom,"College degree, study of mystic arts",Magician; Adventurer,3,4,9,2,6,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Monako_%28Earth-616%29_from_Doctor_Strange_Vol_4_1_001.jpg/revision/latest/scale-to-width-down/324?cb=20151009042325,"New York City, New York",https://marvel.fandom.com/wiki/Monako_(Earth-616),https://marvel.fandom.com/wiki/Monako_(Earth-616)#Powers_and_Abilities
1763,Robert Strong,Captain Strong,Robert Strong,Male ,Single,Good ,71,185.0,Blue ,Red,Heterosexual,"Newark, New Jersey",American,Homeschooled,Soldier,2,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Robert_Strong_%28Earth-616%29_from_Daring_Mystery_Comics_Vol_1_3_0002.jpg/revision/latest/scale-to-width-down/185?cb=20190514171609,Algeria,https://marvel.fandom.com/wiki/Robert_Strong_(Earth-616),https://marvel.fandom.com/wiki/Robert_Strong_(Earth-616)#Powers_and_Abilities
1764,Laslo Pevely,Terror,Laslo Pevely,Male ,Single,Good ,80,190.0,Black ,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Retired, otherwise unrevealed; former adventurer, vigilante",2,4,3,4,3,4,https://static.wikia.nocookie.net/marveldatabase/images/c/c8/Laslo_Pevely_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_8_0001.jpg/revision/latest/scale-to-width-down/350?cb=20100108223611,"New York City, New York",https://marvel.fandom.com/wiki/Laslo_Pevely_(Earth-616),https://marvel.fandom.com/wiki/Laslo_Pevely_(Earth-616)#Powers_and_Abilities
1765,Kurrgo,Kurrgo,Kurrgo,Male ,Single,Bad ,53,320.0,Yellow ,Grey,Heterosexual,Xanth,American,Homeschooled,Adventurer,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/b/b5/Kurrgo_%28Earth-616%29_from_Marvel_Legacy_The_1960%27s_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/282?cb=20110909081553,"New York City, New York",https://marvel.fandom.com/wiki/Kurrgo_(Earth-616),https://marvel.fandom.com/wiki/Kurrgo_(Earth-616)#Powers_and_Abilities
1766,Karl Kort,Wrecker,Karl Kort,Male ,Single,Bad ,60,107.0,Brown ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Spy, Saboteur",4,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/6/67/Karl_Kort_%28Earth-616%29_from_Fantastic_Four_Vol_1_12_0001.jpg/revision/latest/scale-to-width-down/178?cb=20191009022418,"New York City, New York",https://marvel.fandom.com/wiki/Karl_Kort_(Earth-616),https://marvel.fandom.com/wiki/Karl_Kort_(Earth-616)#Powers_and_Abilities
1767,Molyb,Metal Master,Molyb,Male ,Widowed,Bad ,66,120.0,Black ,Bald,Heterosexual,Astra,Astran,Homeschooled,Conqueror,2,2,4,2,5,1,https://static.wikia.nocookie.net/marveldatabase/images/f/f5/Molyb_%28Earth-616%29_by_Christian_Ward_001.jpg/revision/latest/scale-to-width-down/350?cb=20170706074857,"New York City, New York",https://marvel.fandom.com/wiki/Molyb_(Earth-616),https://marvel.fandom.com/wiki/Molyb_(Earth-616)#Powers_and_Abilities
1768,Orson Kasloff,Asbestos Man,Dr. Orson Kasloff,Male ,Single,Bad ,69,160.0,Brown ,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Criminal, Scientist",5,5,2,6,3,2,https://static.wikia.nocookie.net/marveldatabase/images/6/64/Orson_Kasloff_%28Earth-616%29_from_Fear_Itself_The_Home_Front_Vol_1_6_001.jpg/revision/latest/scale-to-width-down/338?cb=20180722014117,"New York City, New York",https://marvel.fandom.com/wiki/Orson_Kasloff_(Earth-616),https://marvel.fandom.com/wiki/Orson_Kasloff_(Earth-616)#Powers_and_Abilities
1769,Pearla,Queen Pearla,Pearla,Female ,Single,Good ,67,120.0,Blue ,Auburn,Heterosexual,Mirwood,American,Homeschooled,Queen of the planet Mirwood ,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/8/81/Pearla_%28Earth-616%29_from_Marvel_Two-In-One_Vol_1_87_001.jpg/revision/latest/scale-to-width-down/212?cb=20180604052539,Planet Mirwood,https://marvel.fandom.com/wiki/Pearla_(Earth-616),https://marvel.fandom.com/wiki/Pearla_(Earth-616)#Powers_and_Abilities
1770,Reynard Slinker,Fox,Reynard Slinker,Male ,Single,Bad ,63,165.0,Blue ,Auburn,Heterosexual,"Newark, New Jersey",American,Homeschooled,Criminal,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d3/Reynard_Slinker_%28Earth-616%29_1.jpg/revision/latest/scale-to-width-down/297?cb=20120916121500,"New York City, New York",https://marvel.fandom.com/wiki/Reynard_Slinker_(Earth-616),https://marvel.fandom.com/wiki/Reynard_Slinker_(Earth-616)#Powers_and_Abilities
1771,Knorda,Knorda,Knorda,Female ,Single,Neutral,74,467.0,MultiColored,Blond,Heterosexual,"Newark, New Jersey",Asgardian,Homeschooled,"Businesswoman, former queen of the Mountain Giants",3,5,2,4,1,4,https://static.wikia.nocookie.net/marveldatabase/images/6/6e/Knorda_%28Earth-616%29_from_Domination_Factor_Fantastic_Four_Vol_1_1.1_001.png/revision/latest/scale-to-width-down/227?cb=20140114185357,"Midgard , formerly Jotunheim",https://marvel.fandom.com/wiki/Knorda_(Earth-616),https://marvel.fandom.com/wiki/Knorda_(Earth-616)#Powers_and_Abilities
1772,Gregory Gideon,Gregory Gideon,Gregory Hungerford Gideon,Male ,Widowed,Bad ,60,175.0,Brown ,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,Businessman,3,5,2,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Gregory_Gideon_%28Earth-616%29_from_Fantastic_Four_Vol_1_34_0001.jpg/revision/latest/scale-to-width-down/303?cb=20131230011419,"New York City, New York",https://marvel.fandom.com/wiki/Gregory_Gideon_(Earth-616),https://marvel.fandom.com/wiki/Gregory_Gideon_(Earth-616)#Powers_and_Abilities
1773,Jacques Dernier,Frenchie,Jacques Dernier,Male ,Single,Good ,72,190.0,Brown ,Black,Heterosexual,"Newark, New Jersey",French,Homeschooled,Resistance Fighter,3,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/8/84/Jacques_Dernier_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/174?cb=20140327153632,France,https://marvel.fandom.com/wiki/Jacques_Dernier_(Earth-616),https://marvel.fandom.com/wiki/Jacques_Dernier_(Earth-616)#Powers_and_Abilities
1774,Ricardo Jones,Thing,Ricardo Jones,Male ,Single,Neutral ,73,215.0,Brown ,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Scientist, former adventurer , amateur actor",5,8,2,8,1,2,https://static.wikia.nocookie.net/marveldatabase/images/c/c1/Ricardo_Jones_%28Earth-616%29_from_Fantastic_Four_Vol_1_50_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200301175657,"New York City, New York",https://marvel.fandom.com/wiki/Ricardo_Jones_(Earth-616),https://marvel.fandom.com/wiki/Ricardo_Jones_(Earth-616)#Powers_and_Abilities
1775,Android Man,Android Man,Unknown,Male ,Single,Bad ,76,400.0,Red ,Green,Heterosexual,"Newark, New Jersey",American,Homeschooled,Agent of the Mad Thinker,2,4,2,5,1,3,https://static.wikia.nocookie.net/marveldatabase/images/9/9b/Android_Man_%28Earth-616%29_from_Fantastic_Four_Vol_1_79_0001.jpg/revision/latest/scale-to-width-down/321?cb=20191125203927,"Manhattan, New York",https://marvel.fandom.com/wiki/Android_Man_(Earth-616),https://marvel.fandom.com/wiki/Android_Man_(Earth-616)#Powers_and_Abilities
1776,Prime Mover,Prime Mover,Prime Mover,Non-Binary,Single,Bad ,80,700.0,MultiColored,Bald,Heterosexual,"Castle Doom, Doomstadt, Latveria",American,Homeschooled,Adventurer,5,2,1,2,6,1,https://static.wikia.nocookie.net/marveldatabase/images/c/c0/Prime_Mover_%28Earth-616%29_from_Giant-Size_Defenders_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/350?cb=20200304185400,"Castle Doom, Doomstadt, Latveria",https://marvel.fandom.com/wiki/Prime_Mover_(Earth-616),https://marvel.fandom.com/wiki/Prime_Mover_(Earth-616)#Powers_and_Abilities
1777,William Lincoln,Willie Lincoln,William Lincoln,Male ,Single,Good ,70,170.0,MultiColored,MultiColored,Heterosexual,"Newark, New Jersey",American,Homeschooled,Former police officer; Vietnam veteran,3,2,1,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/8/83/William_Lincoln_%28Earth-616%29_from_Daredevil_Vol_1_47_001.png/revision/latest/scale-to-width-down/350?cb=20200113000855,"New York City, New York",https://marvel.fandom.com/wiki/William_Lincoln_(Earth-616),https://marvel.fandom.com/wiki/William_Lincoln_(Earth-616)#Powers_and_Abilities
1778,Owayodata,Owayodata,Owayodata,Male ,Married,Good ,78,400.0,Brown ,Brown,Heterosexual,"United States, Navaho Territory",Anasazi,Homeschooled,"God of the Hunt, death god",4,4,10,6,6,4,https://static.wikia.nocookie.net/marveldatabase/images/9/9e/Owayodata_%28Earth-616%29_from_Red_Wolf_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/350?cb=20171125091658,"Shipolo ; often manifests at Ka' Kai-Bia, the sacred Indian burial ground  where the 'body' of the first Red Wolf resides.",https://marvel.fandom.com/wiki/Owayodata_(Earth-616),https://marvel.fandom.com/wiki/Owayodata_(Earth-616)#Powers_and_Abilities
1779,Clifton Shallot,Vulture,Clifton Shallot,Male ,Single,Bad ,71,175.0,Blue ,Black,Heterosexual,"Sheepshead Bay, Brooklyn, New York, New York",American,Ph.D. in molecular biology,Former biology professor,4,3,3,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/0/08/Clifton_Shallot_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Spider-Man_Back_in_Black_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/350?cb=20170409183513,"New York City, New York",https://marvel.fandom.com/wiki/Clifton_Shallot_(Earth-616),https://marvel.fandom.com/wiki/Clifton_Shallot_(Earth-616)#Powers_and_Abilities
1780,Dam-Ayido Wede,Damballah,Dam-Ayido Wede  or Dan-Ayido-Hwedo,Non-Binary,Married,Bad ,144,300.0,Black ,Bald,Heterosexual,"Orun, the Great Beyond",Ala,Homeschooled,God of the dead; God of serpents;Sky Father ,3,4,3,4,6,4,https://static.wikia.nocookie.net/marveldatabase/images/f/f1/Dam-Ayido_Wede_%28Earth-616%29_from_Marvel_Zombies_Handbook_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/295?cb=20171201171929,"New York City, New York",https://marvel.fandom.com/wiki/Dam-Ayido_Wede_(Earth-616),https://marvel.fandom.com/wiki/Dam-Ayido_Wede_(Earth-616)#Powers_and_Abilities
