ALIGNMENT,BIRTHPLACE,CITIZENSHIP,CODENAME,City,DETAILED FILE,DURABILITY,EDUCATION,ENERGY,EXPERIENCE,EYECOLOR,FAVORITE HANGOUTS,FIGHTING,GENDER,HAIRCOLOR,HEIGHT,IDENTIFIES AS,INTELLIGENCE,Latitude,Longitude,POWERS URL,PROFILE PIC,REAL NAME,RELATIONSHIP STATUS,SPEED,STRENGTH,State,TARGET,WEIGHT,Zip Code,_id
Neutral,"Newark, New Jersey",American,Baby Karen,Newark,https://marvel.fandom.com/wiki/Baby_Karen_(Earth-616),1,Homeschooled,1,Infant,MultiColored,New Jersey,1,Female,MultiColored,18,Heterosexual,1,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Baby_Karen_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/7/74/Daredevil_Vol_2_2_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20200414114828,Karen,Single,1,1,NJ,Baby Karen,15,7102,"{'$oid': '60ba7853eb3d706d33245050'}"
Bad,"Plympton, Massachusetts",American,Firebrand,Plympton,https://marvel.fandom.com/wiki/Richard_Dennison_(Earth-616),6,Homeschooled,5,Terrorist,Orange,"New York City, New York",2,Male,Bald,69,Heterosexual,2,41.9528802,-70.81448370000003,https://marvel.fandom.com/wiki/Richard_Dennison_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Richard_Dennison_%28Earth-616%29_from_Captain_America_Steve_Rogers_Vol_1_1.jpg/revision/latest/scale-to-width-down/350?cb=20170916151107,Richard L. Dennison,Single,3,6,MA,Richard Dennison,175,2367,"{'$oid': '60ba7853eb3d706d33245051'}"
Bad,"Newark, New Jersey",American,Coach,Newark,https://marvel.fandom.com/wiki/Coach_(Earth-616),2,Homeschooled,1,Coach; Teacher; Team Leader,Red,"X-Force Building, Santa Monica, Los Angeles",4,Male,White,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Coach_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/1e/Coach_%28Earth-616%29_from_X-Force_Vol_1_117.png/revision/latest/scale-to-width-down/190?cb=20121020174741,Unknown,Single,2,2,NJ,Coach,175,7102,"{'$oid': '60ba7853eb3d706d33245052'}"
Neutral,"Newark, New Jersey",American,Mary Zero,Newark,https://marvel.fandom.com/wiki/Mary_Zero_(Mary)_(Earth-616),2,Homeschooled,1,Adventurer,Brown,New York,2,Female,Black,60,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Mary_Zero_(Mary)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/d8/Mary_Zero_%28Mary%29_%28Earth-616%29_from_Deadpool_Corps_Rank_and_Foul_Vol_1_1_001.png/revision/latest/scale-to-width-down/241?cb=20200412093211,Mary ,Single,2,2,NJ,Mary Zero ,98,7102,"{'$oid': '60ba7853eb3d706d33245053'}"
Neutral,"Cherry Hill, New Jersey",American,Judge,Cherry Hill,https://marvel.fandom.com/wiki/Michael_Hart_(Earth-616),5,law degree,2,Vigilante;  defense attorney; judge,Black,New York City,2,Male,Bald,73,Heterosexual,3,39.9348351,-75.0307264,https://marvel.fandom.com/wiki/Michael_Hart_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/60/Michael_Hart_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_5_000.JPG/revision/latest/scale-to-width-down/350?cb=20060604171611,Michael Hart,Widowed,10,3,NJ,Michael Hart,195,8002,"{'$oid': '60ba7853eb3d706d33245054'}"
Bad,"Newark, New Jersey",American,Alexander Bont,Newark,https://marvel.fandom.com/wiki/Alexander_Bont_(Earth-616),4,Homeschooled,1,Crimelord,Black,"New York City, New York",4,Male,Grey,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Alexander_Bont_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/54/Alexander_Bont_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_2_0001.png/revision/latest/scale-to-width-down/268?cb=20170323125145,Alexander Bont,Widowed,1,5,NJ,Alexander Bont,190,7102,"{'$oid': '60ba7853eb3d706d33245055'}"
Good,"Newark, New Jersey",American,Whiz Kid,Newark,https://marvel.fandom.com/wiki/Whiz_Kid_(Earth-616),3,High school graduate and training at Camp Hammond,1,Licensed superhero;  courier,Brown,"Liberty's Lair, Philadelphia, Pennsylvania, USA",2,Female,Black,62,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Whiz_Kid_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/c/cd/Whiz_Kid_%28Earth-616%29_from_Avengers_The_Initiative_Annual_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/145?cb=20080204193333,Unknown,Single,5,4,NJ,Whiz Kid,110,7102,"{'$oid': '60ba7853eb3d706d33245056'}"
Bad,"Newark, New Jersey",American,Death Adder,Newark,https://marvel.fandom.com/wiki/Theodore_Scott_(Earth-616),3,Homeschooled,1, assassin; criminal; mercenary,MultiColored,"New York City, New York",4,Male,MultiColored,67,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Theodore_Scott_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/51/Theodore_Scott_%28Earth-616%29_from_Battle_Scars_Vol_1_4.JPG/revision/latest/scale-to-width-down/276?cb=20120429204923,Theodore Scott ,Single,5,4,NJ,Theodore Scott,159,7102,"{'$oid': '60ba7853eb3d706d33245057'}"
Bad,"Newark, New Jersey",American,Pandemic,Newark,https://marvel.fandom.com/wiki/Richard_Palance_(Earth-616),7,Homeschooled,2,Geneticist,Blue,"New York City, New York",1,Male,Black,72,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Richard_Palance_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/f/f0/Richard_Palance_%28Earth-616%29_from_X-Men_Messiah_Complex_-_Mutant_Files_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/237?cb=20100111194427,Richard Palance,Single,12,1,NJ,Richard Palance,199,7102,"{'$oid': '60ba7853eb3d706d3324505a'}"
Bad,"Newark, New Jersey",American,Raptor,Newark,https://marvel.fandom.com/wiki/Damon_Ryder_(Earth-616),5,Homeschooled,1,Adventurer,Brown,"New York City, New York",3,Male,Red,71,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Damon_Ryder_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/6e/Amazing_Spider-Man_Vol_1_608_Textless.jpg/revision/latest/scale-to-width-down/333?cb=20180114163240,Damon Ryder,Widowed,3,4,NJ,Damon Ryder,200,7102,"{'$oid': '60ba7853eb3d706d3324505c'}"
Good,"Douglas, Massachusetts",American,Blue Blaze,Douglas,https://marvel.fandom.com/wiki/Spencer_Keen_(Earth-616),9,Homeschooled,2,Vigilante; adventurer,Blue,"New York City, New York",2,Male,Black,72,Heterosexual,4,42.0462652,-71.7428503,https://marvel.fandom.com/wiki/Spencer_Keen_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/64/Spencer_Keen_%28Earth-616%29_from_Marvel_Mystery_Handbook_70th_Anniversary_Special_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/285?cb=20150830133711,Spencer Keen,Single,3,11,MA,Spencer Keen,257,1516,"{'$oid': '60ba7853eb3d706d3324505d'}"
Neutral,"Newark, New Jersey",American,Elektro-1,Newark,https://marvel.fandom.com/wiki/Elektro_(Earth-616),11,Programmed by Wilbur Poole,7,Mailman,Red,"Baxter Building, Manhattan,New York City",3,Male,Bald,79,Heterosexual,7,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Elektro_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/dc/All-New_Hawkeye_Vol_2_1_Kirby_Monster_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20150918004443,Elektro-1 ,Single,1,11,NJ,Elektro,810,7102,"{'$oid': '60ba7853eb3d706d3324505f'}"
Bad,"Newark, New Jersey",American,Magician,Newark,https://marvel.fandom.com/wiki/Lee_Guardineer_(Earth-616),2,Homeschooled,1,Criminal; Magician,Blue,"New York City, New York",2,Male,Black,72,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Lee_Guardineer_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/b/bf/Lee_Guardineer_%28Earth-616%29_from_Tales_to_Astonish_Vol_1_56_0001.jpg/revision/latest/scale-to-width-down/260?cb=20200105210209,Lee Guardineer,Single,2,2,NJ,Lee Guardineer,170,7102,"{'$oid': '60ba7853eb3d706d33245061'}"
Bad,"Newark, New Jersey",American,Organizer,Newark,https://marvel.fandom.com/wiki/Abner_Jonas_(Earth-616),2,Homeschooled,1,Criminal mastermind; Politician,Blue,"New York City, New York",2,Male,Brown,68,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Abner_Jonas_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/67/Abner_Jonas_%28Earth-616%29_from_Marvel_Legacy_The_1960%27s_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/180?cb=20110703024920,Abner Jonas,Single,2,2,NJ,Abner Jonas,217,7102,"{'$oid': '60ba7853eb3d706d33245062'}"
Bad,"Newark, New Jersey",American,Donald Birch,Newark,https://marvel.fandom.com/wiki/Donald_Birch_(Earth-616),2,Homeschooled,4, Research Scientist,Brown,Unlocated underwater base,2,Male,Bald,70,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Donald_Birch_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/9/91/Donald_Birch_%28Earth-616%29_Iron_Age_Alpha_Vol_1_1.png/revision/latest/scale-to-width-down/350?cb=20110611223750,Donald Birch,Single,2,2,NJ,Donald Birch,173,7102,"{'$oid': '60ba7853eb3d706d33245063'}"
Bad,"Newark, New Jersey",American,Prowler,Newark,https://marvel.fandom.com/wiki/Prowler_(The_Cat)_(Earth-616),2,Homeschooled,1,Criminal,Brown,"New York City, New York",2,Male,Black,70,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Prowler_(The_Cat)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/a/a0/Cat_Burglar_%28Earth-616%29_from_Peter_Parker%2C_The_Spectacular_Spider-Man_Vol_1_47_0001.jpg/revision/latest/scale-to-width-down/350?cb=20190606181827,Unknown,Single,2,2,NJ,Prowler ,150,7102,"{'$oid': '60ba7853eb3d706d33245064'}"
Bad,"Newark, New Jersey",American,Ixar,Newark,https://marvel.fandom.com/wiki/Ixar_(Earth-616),8,Homeschooled,7,Adventurer,Blue,"New York City, New York",8,Male,White,72,Heterosexual,6,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Ixar_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/58/Ixar_%28Earth-616%29_from_Avengers_Vol_1_37_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200618062954,Ixar,Single,5,9,NJ,Ixar,190,7102,"{'$oid': '60ba7853eb3d706d33245065'}"
Bad,"Newark, New Jersey",American,"Death's Head",Newark,https://marvel.fandom.com/wiki/Paxton_Page_(Earth-616),3,Homeschooled,3,Nuclear physicist,Blue,"New York City, New York",2,Male,White,71,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Paxton_Page_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/de/Paxton_Page_%28Earth-616%29_from_Daredevil_Vol_1_56_page_16.jpg/revision/latest/scale-to-width-down/347?cb=20120722194623,Paxton Page,Married,5,4,NJ,Paxton Page,167,7102,"{'$oid': '60ba7853eb3d706d33245066'}"
Bad,"Smethport, Pennsylvania",American,Victorius,Smethport,https://marvel.fandom.com/wiki/Victor_Conrad_(Earth-616),3,Ph.D in biology and biochemistry,1,Cultist; Scientist; Biologist,Blue,"New York City, New York",4,Male,MultiColored,74,Heterosexual,4,41.8091097,-78.446264,https://marvel.fandom.com/wiki/Victor_Conrad_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/2d/Victor_Conrad_%28Earth-616%29_from_Astonishing_Tales_Vol_1_19_0001.jpg/revision/latest/scale-to-width-down/339?cb=20200105053829,Victor Conrad,Single,2,3,PA,Victor Conrad,235,16749,"{'$oid': '60ba7853eb3d706d33245067'}"
Bad,"Newark, New Jersey",American,Cockroach Hamilton,Newark,https://marvel.fandom.com/wiki/Dontrell_Hamilton_(Earth-616),2,Homeschooled,1,Criminal,Brown,"Harlem, New York City",4,Male,Black,66,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Dontrell_Hamilton_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/61/Dontrell_Hamilton_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_5_0001.jpg/revision/latest/scale-to-width-down/216?cb=20180622181110,Dontrell Hamilton,Single,2,3,NJ,Dontrell Hamilton,150,7102,"{'$oid': '60ba7853eb3d706d33245068'}"
Neutral,"Newark, New Jersey",American,Fusion,Newark,https://marvel.fandom.com/wiki/Hubert_Fusser_(Earth-616),3,Doctorate ,5,Nuclear Scientist ; Janitor ,Brown,"New York City, New York",2,Male,Black,48,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Hubert_Fusser_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/9/9e/Hubert_Fusser_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_208_0001.jpg/revision/latest/scale-to-width-down/312?cb=20090628041605,Hubert & Pinky Fusser,Single,2,3,NJ,Hubert Fusser,80,7102,"{'$oid': '60ba7853eb3d706d33245069'}"
Bad,"Newark, New Jersey",American,Ultima,Newark,https://marvel.fandom.com/wiki/Ultima_Wordman_(Earth-616),4,Private education by Jack Wordman,1, enforcer,Blue,"New York City, New York",5,Female,Blond,69,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Ultima_Wordman_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/60/Ultima_Wordman_%28Earth-616%29_from_FF_Fifty_Fantastic_Years_Vol_1_1_0001.png/revision/latest/scale-to-width-down/279?cb=20170429190731,Ultima Wordman,Single,3,4,NJ,Ultima Wordman,130,7102,"{'$oid': '60ba7853eb3d706d3324506b'}"
Neutral,"Newark, New Jersey",American,Nomad,Newark,https://marvel.fandom.com/wiki/Edward_Ferbel_(Earth-616),2,Homeschooled,3,Actor,Blue,"Los Angeles, California",3,Male,Blond,63,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Edward_Ferbel_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/9/92/Edward_Ferbel_%28Earth-616%29_from_Captain_America_Vol_1_261_0001.jpg/revision/latest/scale-to-width-down/350?cb=20170112165755,Edward Ferbel,Single,2,3,NJ,Edward Ferbel,245,7102,"{'$oid': '60ba7853eb3d706d3324506c'}"
Bad,"Newark, New Jersey",American,Zaniac,Newark,https://marvel.fandom.com/wiki/Zaniac_(Earth-616),4,Homeschooled,3,Serial killer,Brown,"New York City, New York",3,Male,Green,76,Heterosexual,1,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Zaniac_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/3/34/Zaniac_%28Earth-616%29_from_Marvel_Legacy_The_1980s_Handbook_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/326?cb=20161120033500,Zaniac,Single,2,6,NJ,Zaniac,278,7102,"{'$oid': '60ba7853eb3d706d3324506d'}"
Bad,"Kissimmee, Florida",American,Knockout,Kissimmee,https://marvel.fandom.com/wiki/Elizabeth_Rawson_(Earth-616),5,Homeschooled,1,Mercenary,Brown,Mobile,4,Female,Black,73,Heterosexual,2,28.2918995,-81.4075838,https://marvel.fandom.com/wiki/Elizabeth_Rawson_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/a/a8/Elizabeth_Rawson_%28Earth-616%29_by_Thony_Silas_001.jpg/revision/latest/scale-to-width-down/228?cb=20180526194748,Elizabeth Rawson,Single,2,5,FL,Elizabeth Rawson,197,34741,"{'$oid': '60ba7853eb3d706d33245070'}"
Bad,"Newark, New Jersey",American,Spore,Newark,https://marvel.fandom.com/wiki/Spore_(Earth-616),7,Homeschooled,1,Living disease; Warrior,Red,"New York City, New York",4,Male,Bald,71,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Spore_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/3/34/Spore_%28Earth-616%29_Wolverine_Weapon_X_Files_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20160611234730,Spore,Single,2,7,NJ,Spore,100,7102,"{'$oid': '60ba7853eb3d706d33245071'}"
Bad,"Newark, New Jersey",American,Sea Urchin,Newark,https://marvel.fandom.com/wiki/Jeremy_Swimming-Bear_(Earth-616),5,Homeschooled,3,Adventurer,Brown,Mobile,2,Male,Black,71,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Jeremy_Swimming-Bear_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/d/da/Jeremy_Swimming-Bear_%28Earth-616%29_from_Defenders_Strange_Heroes_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20160313170911,Jeremy Swimming-Bear,Single,5,6,NJ,Jeremy Swimming-Bear,180,7102,"{'$oid': '60ba7853eb3d706d33245072'}"
Good,"Newark, New Jersey",American,Caregiver,Newark,https://marvel.fandom.com/wiki/Rubanna_Quormo_(Earth-616),6,Extensively self-educated,3,Nurturer; Guardian to the embryonic Origin,White,Mobile,2,Female,Green,98,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Rubanna_Quormo_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/2e/Rubanna_Quormo_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/306?cb=20151128230617,Rubanna Lagenris Quormo,Single,9,2,NJ,Rubanna Quormo,447,7102,"{'$oid': '60ba7853eb3d706d33245073'}"
Bad,"Newark, New Jersey",American,Skinner,Newark,https://marvel.fandom.com/wiki/Skinner_(Lilin)_(Earth-616),3,Homeschooled,1,Warrior; Predator,Red,"New York City, New York",4,Male,Bald,75,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Skinner_(Lilin)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/0/06/Skinner_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/227?cb=20100111154115,Unknown,Widowed,2,4,NJ,Skinner ,230,7102,"{'$oid': '60ba7853eb3d706d33245074'}"
Good,"Newark, New Jersey",American,Ghost Dancer,Newark,https://marvel.fandom.com/wiki/James_Owl_(Earth-616),3,Homeschooled,6,Adventurer,Brown,"New York City, New York",2,Male,Black,69,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/James_Owl_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/3/3b/James_Owl_%28Earth-616%29_from_Dances_With_Demons_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200120195353,James Owl,Single,9,2,NJ,James Owl,160,7102,"{'$oid': '60ba7853eb3d706d33245075'}"
Bad,"Newark, New Jersey",American,Voyager,Newark,https://marvel.fandom.com/wiki/Voyager_(Body_Magician)_(Earth-616),7,Homeschooled,7, insight seeker; wanderer,MultiColored,Mobile,2,Male,MultiColored,71,Heterosexual,6,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Voyager_(Body_Magician)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/7/7b/Voyager_%28Body_Magician%29_%28Earth-616%29_from_Children_of_the_Voyager_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/196?cb=20080625154749,Unknown,Single,7,7,NJ,Voyager ,100,7102,"{'$oid': '60ba7853eb3d706d33245076'}"
Bad,"Newark, New Jersey",American,Steel Raven,Newark,https://marvel.fandom.com/wiki/Aranda_Charboneau_(Earth-616),2,Homeschooled,1,Mercenary; bodyguard,Blue,"New York City, New York",5,Female,Blond,70,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Aranda_Charboneau_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/23/Aranda_Charboneau_%28Earth-616%29_from_Marvel_Comics_Presents_Vol_1_175_0001.jpg/revision/latest/scale-to-width-down/350?cb=20170327001146,Aranda Charboneau,Single,2,3,NJ,Aranda Charboneau,127,7102,"{'$oid': '60ba7853eb3d706d33245077'}"
Bad,"Newark, New Jersey",American,Warrant,Newark,https://marvel.fandom.com/wiki/Gray_Garrison_(Earth-616),5,Homeschooled,6,Bounty hunter; mercenary; government agent,MultiColored,"Mobile; New York City, New York",4,Male,Brown,75,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Gray_Garrison_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/12/Gray_Garrison_%28Earth-616%29_from_Web_of_Spider-Man_Vol_1_111_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200404103659,Gray Garrison,Single,4,2,NJ,Gray Garrison,220,7102,"{'$oid': '60ba7853eb3d706d33245078'}"
Bad,"Newark, New Jersey",American,Lord Moses,Newark,https://marvel.fandom.com/wiki/Lord_Moses_(Earth-616),3,Homeschooled,3,Adventurer,Brown,"New York City, New York",5,Male,Brown,76,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Lord_Moses_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/16/Lord_Moses.png/revision/latest/scale-to-width-down/350?cb=20131215234820,Unknown,Single,9,3,NJ,Lord Moses,290,7102,"{'$oid': '60ba7853eb3d706d33245079'}"
Bad,"Newark, New Jersey",American,Armada,Newark,https://marvel.fandom.com/wiki/David_Breyer_(Earth-616),5,Homeschooled,3,Mercenary; Thief,MultiColored,"New York City, New York",2,Male,MultiColored,74,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/David_Breyer_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/24/David_Breyer_%28Earth-616%29_from_Sensational_Spider-Man_Vol_1_0_0001.jpg/revision/latest/scale-to-width-down/213?cb=20200119170700,David Breyer,Single,3,4,NJ,David Breyer,195,7102,"{'$oid': '60ba7853eb3d706d3324507a'}"
Bad,"Newark, New Jersey",American,Projector,Newark,https://marvel.fandom.com/wiki/Zachary_Williams_(Earth-616),2,Homeschooled,4,Terrorist,MultiColored,Genosha,2,Male,Black,75,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Zachary_Williams_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/3/32/Zachary_Williams_%28Earth-616%29_from_Quicksilver_Vol_1_9_02.jpg/revision/latest/scale-to-width-down/141?cb=20170719014536,Zachary Williams,Single,3,2,NJ,Zachary Williams,190,7102,"{'$oid': '60ba7853eb3d706d3324507b'}"
Good,"Newark, New Jersey",American,Mechamage,Newark,https://marvel.fandom.com/wiki/Mechamage_(Earth-616),3,Homeschooled,6,Adventurer,MultiColored,Mobile; originally from Texas,3,Female,MultiColored,73,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Mechamage_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Mechamage_%28Earth-616%29_from_Fantastic_Four_Annual_Vol_1_1999_001.jpg/revision/latest/scale-to-width-down/316?cb=20210221203219,Unknown,Single,9,3,NJ,Mechamage,145,7102,"{'$oid': '60ba7853eb3d706d3324507c'}"
Bad,"Newark, New Jersey",American,Kelly Kooliq,Newark,https://marvel.fandom.com/wiki/Kelly_Kooliq_(Earth-616),2,Homeschooled,7,High School Student,Brown,"New York City, New York",2,Female,Brown,61,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Kelly_Kooliq_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/4/4f/Kelly_Kooliq_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/218?cb=20151129191150,Kelly Kooliq,Single,9,2,NJ,Kelly Kooliq,106,7102,"{'$oid': '60ba7853eb3d706d3324507d'}"
Bad,"Newark, New Jersey",American,Leap-Frog,Newark,https://marvel.fandom.com/wiki/Buford_Lange_(Earth-616),2,Homeschooled,1,Criminal,MultiColored,"New York City, New York",2,Male,MultiColored,72,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Buford_Lange_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/52/Buford_Lange_%28Earth-616%29_from_Wolverine_Vol_3_26_001.png/revision/latest/scale-to-width-down/350?cb=20140418072623,Buford Lange,Married,3,4,NJ,Buford Lange,190,7102,"{'$oid': '60ba7853eb3d706d3324507e'}"
Good,"Boston, Massachusetts",American,Wraith,Boston,https://marvel.fandom.com/wiki/Hector_Rendoza_(Earth-616),2,Homeschooled,2,Student,Blue,"New York City, New York",2,Male,Brown,66,Heterosexual,2,42.3602534,-71.0582912,https://marvel.fandom.com/wiki/Hector_Rendoza_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/6a/Hector_Rendoza_%28Earth-616%29_from_X-Men_Earth%27s_Mutant_Heroes_Vol_1_1.png/revision/latest/scale-to-width-down/263?cb=20140129191726,Hector Rendoza,Single,2,2,MA,Hector Rendoza,120,2201,"{'$oid': '60ba7853eb3d706d3324507f'}"
Good,"Newark, New Jersey",American,Angel Dust,Newark,https://marvel.fandom.com/wiki/Angel_Dust_(Christina)_(Earth-616),3,Homeschooled,1,Adventurer,Yellow,"Chicago, Illinois",2,Female,Black,65,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Angel_Dust_(Christina)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/7/7b/Angel_Dust_%28Earth-616%29_from_Morlocks_Vol_1_1.JPG/revision/latest/scale-to-width-down/324?cb=20130805013835,Christina ,Single,2,4,NJ,Angel Dust ,126,7102,"{'$oid': '60ba7853eb3d706d33245080'}"
