,_id,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL,City,State,Zip Code,Latitude,Longitude
1111,{'$oid': '60ba7853eb3d706d332450d5'},Bruce Bravelle,Human Top,Bruce Bravelle,Male,Single,Good,73,185.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Crimefighter;  lab test subject,2,2,3,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/98/Bruce_Bravelle_2_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/350?cb=20091130045446,"New York City, New York",https://marvel.fandom.com/wiki/Bruce_Bravelle_(Earth-616),https://marvel.fandom.com/wiki/Bruce_Bravelle_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1112,{'$oid': '60ba7853eb3d706d332450d6'},Martin Simon Burns,Marvel Boy,Martin Simon Burns,Male,Single,Good,67,139.0,Blue,Blond,Heterosexual,"Jersey City, New Jersey",American,Junior high school student ,Student,2,4,3,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Martin_Simon_Burns_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Update_Vol_1_4_0001.jpg/revision/latest/scale-to-width-down/285?cb=20190430101509,"New York City, New York",https://marvel.fandom.com/wiki/Martin_Simon_Burns_(Earth-616),https://marvel.fandom.com/wiki/Martin_Simon_Burns_(Earth-616)#Powers_and_Abilities,Jersey City,NJ,07306,40.7281575,-74.0776417
1113,{'$oid': '60ba7853eb3d706d332450d7'},Varen David,Hercules,Varen David ,Male,Single,Good,98,350.0,Blue,Blond,Heterosexual,"Newark, New Jersey",American,home-taught by his professor father, circus strongman,4,5,2,4,1,3,https://static.wikia.nocookie.net/marveldatabase/images/4/41/Varen_David_%28Earth-616%29_from_Mystic_Comics_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/350?cb=20090321190313,"New York City, New York",https://marvel.fandom.com/wiki/Varen_David_(Earth-616),https://marvel.fandom.com/wiki/Varen_David_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1114,{'$oid': '60ba7853eb3d706d332450d8'},Zara of the Jungle,Zara of the Jungle,Unknown ,Female,Single,Good,67,135.0,Blue,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Protector of the Jungle,2,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/f/ff/Zara_of_the_Jungle_%28Earth-616%29_from_Marvel_Mystery_Handbook_70th_Anniversary_Special_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/145?cb=20150830194549,African Jungle,https://marvel.fandom.com/wiki/Zara_of_the_Jungle_(Earth-616),https://marvel.fandom.com/wiki/Zara_of_the_Jungle_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1115,{'$oid': '60ba7853eb3d706d332450d9'},Zephyrus Jones,Zephyr Jones,Zephyrus Jones,Male,Single,Good,74,190.0,Green,Auburn,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,5,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/9/90/Zephyrus_Jones_%28Earth-616%29_from_Marvel_Mystery_Handbook_70th_Anniversary_Special_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/313?cb=20180525034501,Earth,https://marvel.fandom.com/wiki/Zephyrus_Jones_(Earth-616),https://marvel.fandom.com/wiki/Zephyrus_Jones_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1116,{'$oid': '60ba7853eb3d706d332450da'},Lord of Death,Lord of Death,Unknown,Male,Single,Bad,71,230.0,Black,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,Scientist,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/e/e4/Lord_of_Death_%28Earth-616%29_from_Marvel_Zombies_Handbook_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/239?cb=20161121012255,"Latveria, formerly the Bowery, New York City, New York",https://marvel.fandom.com/wiki/Lord_of_Death_(Earth-616),https://marvel.fandom.com/wiki/Lord_of_Death_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1117,{'$oid': '60ba7853eb3d706d332450db'},Pascal Horta,Black Talon,Pascal Horta,Male,Single,Bad,74,170.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Criminal;  artist,2,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/3/30/Pascal_Horta_%28Earth-616%29_from_Captain_America_America%27s_Avengers_Vol_1_1_0001.png/revision/latest/scale-to-width-down/336?cb=20170430222406,"New York City, New York",https://marvel.fandom.com/wiki/Pascal_Horta_(Earth-616),https://marvel.fandom.com/wiki/Pascal_Horta_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1118,{'$oid': '60ba7853eb3d706d332450dc'},Gerald Marsh,Protector,Gerald Marsh,Male,Single,Bad,68,180.0,Brown,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,Jeweller; Racketeer,2,5,2,5,1,2,https://static.wikia.nocookie.net/marveldatabase/images/1/17/Gerald_Marsh_%28Earth-616%29_from_Marvel_Legacy_The_1960%27s_Handbook_Vol_1_1_0001.png/revision/latest/scale-to-width-down/314?cb=20170408042221,"Manhattan, New York",https://marvel.fandom.com/wiki/Gerald_Marsh_(Earth-616),https://marvel.fandom.com/wiki/Gerald_Marsh_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1119,{'$oid': '60ba7853eb3d706d332450dd'},Kulla,Kulla,Kulla,Male,Single,Bad,84,250.0,Blue,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Despot,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/8/8a/Kulla_from_Tales_to_Astonish_Vol_1_41_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200105092818,Dehnock,https://marvel.fandom.com/wiki/Kulla_(Earth-616),https://marvel.fandom.com/wiki/Kulla_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1120,{'$oid': '60ba7853eb3d706d332450de'},Lawrence Zaxton,Lawrence Zaxton,Lawrence Zaxton ,Male,Single,Neutral,67,137.0,Blue,Black,Heterosexual,Somewhere in the US,American,Professor,Scientist,5,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/6/6b/Lawrence_Zaxton_%28Earth-616%29_from_Marvel_Legacy_The_1960%27s_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/259?cb=20161119204345,"New York City, New York",https://marvel.fandom.com/wiki/Lawrence_Zaxton_(Earth-616),https://marvel.fandom.com/wiki/Lawrence_Zaxton_(Earth-616)#Powers_and_Abilities,Fond Du Lac,WI,54935,43.7767449,-88.4494979
1121,{'$oid': '60ba7853eb3d706d332450df'},Ape ,Ape,Ape,Male,Single,Bad,67,340.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Trained animal;  carnival per,2,3,2,3,1,3,https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Ape_%28Old_West%29_%28Earth-616%29_from_Rawhide_Kid_Vol_1_39_0001.jpg/revision/latest/scale-to-width-down/336?cb=20090504144104,Old West,https://marvel.fandom.com/wiki/Ape_(Old_West)_(Earth-616),https://marvel.fandom.com/wiki/Ape_(Old_West)_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1122,{'$oid': '60ba7853eb3d706d332450e0'},Frank Smith,Wrecker,Frank Smith ,Male,Single,Bad,68,163.0,Blue,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,3,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/c/c6/Frank_Smith_%28Earth-616%29_from_Marvel_Legacy_the_1960%27s_Handbook_0001.jpg/revision/latest/scale-to-width-down/350?cb=20140511151218,"New York City, New York",https://marvel.fandom.com/wiki/Frank_Smith_(Earth-616),https://marvel.fandom.com/wiki/Frank_Smith_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1123,{'$oid': '60ba7853eb3d706d332450e1'},Tazza,Tazza,Tazza,Male,Single,Bad,68,156.0,Yellow,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Magician,3,2,2,2,6,2,https://static.wikia.nocookie.net/marveldatabase/images/3/35/Tazza_%28Earth-616%29_from_Marvel_Legacy_The_1960%27s_Handbook_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/326?cb=20161123041558,The lonely kingdom of Tazza aka the twilight kingdom of Tazza,https://marvel.fandom.com/wiki/Tazza_(Earth-616),https://marvel.fandom.com/wiki/Tazza_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1124,{'$oid': '60ba7853eb3d706d332450e2'},Jim Morita,Jim Morita,Jim Morita,Male,Single,Neutral,66,135.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Soldier,3,2,2,2,1,5,https://static.wikia.nocookie.net/marveldatabase/images/f/f3/Jim_Morita_%28Earth-616%29_0001.png/revision/latest/scale-to-width-down/191?cb=20111130101101,"New York City, New York",https://marvel.fandom.com/wiki/Jim_Morita_(Earth-616),https://marvel.fandom.com/wiki/Jim_Morita_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1125,{'$oid': '60ba7853eb3d706d332450e3'},Nimrod ,Nimrod,Nimrod,Male,Single,Bad,79,285.0,Red,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Soldier; hunter,2,4,3,4,3,4,https://static.wikia.nocookie.net/marveldatabase/images/0/0d/Nimrod_%28Vampire%29_%28Earth-616%29_from_Vampires_The_Marvel_Undead_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/208?cb=20170429174857,Transylvania,https://marvel.fandom.com/wiki/Nimrod_(Vampire)_(Earth-616),https://marvel.fandom.com/wiki/Nimrod_(Vampire)_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1126,{'$oid': '60ba7853eb3d706d332450e4'},Ree-Zee,Para-Man,Ree-Zee,Male,Single,Bad,72,300.0,Red,Bald,Heterosexual,"Newark, New Jersey",American,"Self-taught in robotics, various sciences",Adventurer,3,4,2,6,1,2,https://static.wikia.nocookie.net/marveldatabase/images/6/66/Ree-Zee_%28Earth-616%29_from_Marvel_Feature_Vol_1_7_01.jpg/revision/latest/scale-to-width-down/289?cb=20140114222840,"New York City, New York",https://marvel.fandom.com/wiki/Ree-Zee_(Earth-616),https://marvel.fandom.com/wiki/Ree-Zee_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1127,{'$oid': '60ba7853eb3d706d332450e5'},Virago,Virago the She-Devil,Virago,Female,Single,Bad,68,146.0,Orange,Green,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,3,11,3,9,4,4,https://static.wikia.nocookie.net/marveldatabase/images/6/6a/Virago_%28Earth-616%29_from_Sub-Mariner_Vol_1_65_0001.jpg/revision/latest/scale-to-width-down/235?cb=20200424022048,"New York City, New York",https://marvel.fandom.com/wiki/Virago_(Earth-616),https://marvel.fandom.com/wiki/Virago_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1128,{'$oid': '60ba7853eb3d706d332450e6'},Papa Shorty,Papa Shorty,Unknown,Male,Single,Bad,48,130.0,Brown,Black,Heterosexual,"New Orleans, Louisiana",American,Homeschooled,Cult Leader,3,2,2,2,6,2,https://static.wikia.nocookie.net/marveldatabase/images/d/de/Papa_Shorty_%28Earth-616%29_0001.jpg/revision/latest/scale-to-width-down/349?cb=20100623012922,"New Orleans, Louisiana",https://marvel.fandom.com/wiki/Papa_Shorty_(Earth-616),https://marvel.fandom.com/wiki/Papa_Shorty_(Earth-616)#Powers_and_Abilities,New Orleans,LA,70130,29.9499323,-90.0701156
1129,{'$oid': '60ba7853eb3d706d332450e7'},William Roberts,Billy Roberts,"William ""Billy"" Roberts",Male,Single,Bad,72,195.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Criminal,2,2,5,6,6,2,https://static.wikia.nocookie.net/marveldatabase/images/d/dd/William_Roberts_%28Earth-616%29_from_Avengers_Annual_Vol_1_8_0001.png/revision/latest/scale-to-width-down/350?cb=20200403052253,"New York City, New York",https://marvel.fandom.com/wiki/William_Roberts_(Earth-616),https://marvel.fandom.com/wiki/William_Roberts_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1130,{'$oid': '60ba7853eb3d706d332450e8'},Garko,Garko the Man-Frog,Garko,Male,Single,Bad,69,163.0,Blue,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,4,2,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/8/8b/Garko_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Update_Vol_1_1_0001.png/revision/latest/scale-to-width-down/350?cb=20100122235843,"Cleveland, Ohio",https://marvel.fandom.com/wiki/Garko_(Earth-616),https://marvel.fandom.com/wiki/Garko_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1131,{'$oid': '60ba7853eb3d706d332450e9'},Jason Beere,Eternity Man,Jason Beere,Male,Separated,Bad,73,195.0,Brown,Brown,Heterosexual,"Wilmington, Delaware",American,Master's degrees in business administration and mechanical engineering,Industrialist,5,4,2,5,3,2,https://static.wikia.nocookie.net/marveldatabase/images/6/67/Jason_Beere_%28Earth-616%29_from_Avengers_Roll_Call_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/264?cb=20170519090434,Stark Enterprises Main Plant,https://marvel.fandom.com/wiki/Jason_Beere_(Earth-616),https://marvel.fandom.com/wiki/Jason_Beere_(Earth-616)#Powers_and_Abilities,Wilmington,DE,19801,39.7459468,-75.546589
1132,{'$oid': '60ba7853eb3d706d332450ea'},"William Evans, Jr.",Willie Evans,William Evans Jr.,Male,Single,Good,56,80.0,Brown,Black,Heterosexual,"Brooklyn, New York City",American,Homeschooled,Adventurer,2,2,2,2,6,2,https://static.wikia.nocookie.net/marveldatabase/images/5/59/William_Evans_Jr_%28Earth-616%29_from_X-Men_Phoenix_Force_Handbook_Vol_1_1.png/revision/latest/scale-to-width-down/315?cb=20130802220253,New York,"https://marvel.fandom.com/wiki/William_Evans,_Jr._(Earth-616)","https://marvel.fandom.com/wiki/William_Evans,_Jr._(Earth-616)#Powers_and_Abilities",,,88015,48.6108441,22.2660066
1133,{'$oid': '60ba7853eb3d706d332450eb'},Azaziah,Crimson Mage,Azaziah,Male,Single,Bad,69,224.0,Blue,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,Sorcerer,3,1,1,2,6,1,https://static.wikia.nocookie.net/marveldatabase/images/0/0c/Azaziah_%28Earth-616%29_from_Marvel_Legacy_The_1980s_Handbook_Vol_1_1_0001.png/revision/latest/scale-to-width-down/226?cb=20170430022517,"New York City, New York",https://marvel.fandom.com/wiki/Azaziah_(Earth-616),https://marvel.fandom.com/wiki/Azaziah_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1134,{'$oid': '60ba7853eb3d706d332450ec'},Morgan Hardy,Forever Man,Unknown,Male,Single,Bad,71,100.0,MultiColored,MultiColored,Heterosexual,"Newark, New Jersey",American,Homeschooled,Presumably a student;  industrialist; inventor; writer; fisherman; farmer; slave; many others,7,7,7,8,6,3,https://static.wikia.nocookie.net/marveldatabase/images/3/3b/Morgan_Hardy_%28Earth-616%29_from_Avengers_Assemble_Vol_1_1.jpg/revision/latest/scale-to-width-down/259?cb=20130714180857,"New York City, New York",https://marvel.fandom.com/wiki/Morgan_Hardy_(Earth-616),https://marvel.fandom.com/wiki/Morgan_Hardy_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1135,{'$oid': '60ba7853eb3d706d332450ed'},Narda Ravanna,Belladonna,Narda Ravanna,Female,Single,Bad,65,120.0,Blue,Brown,Heterosexual,"Boston, Massachusetts",American,Homeschooled,Chemist; Fashion designer; businesswoman,3,2,2,2,3,3,https://static.wikia.nocookie.net/marveldatabase/images/f/fa/Narda_Ravanna_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_1_2_0001.jpg/revision/latest/scale-to-width-down/218?cb=20160515200000,Europe; Manhattan,https://marvel.fandom.com/wiki/Narda_Ravanna_(Earth-616),https://marvel.fandom.com/wiki/Narda_Ravanna_(Earth-616)#Powers_and_Abilities,Boston,MA,02201,42.3602534,-71.0582912
1136,{'$oid': '60ba7853eb3d706d332450ee'},Shialmar,"Shialmar,the Shadowqueen",Shialmar,Female,Single,Bad,71,130.0,Brown,Black,Heterosexual,"Majaedong, Kaichek",American,Homeschooled, monarch,3,2,9,3,6,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d2/Shialmar_%28Earth-616%29_from_Doctor_Strange_Vol_2_43.jpg/revision/latest/scale-to-width-down/350?cb=20210306081324,"New York City, New York",https://marvel.fandom.com/wiki/Shialmar_(Earth-616),https://marvel.fandom.com/wiki/Shialmar_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
1137,{'$oid': '60ba7853eb3d706d332450ef'},Petunia Grimm,Petunia Grimm,Petunia Grimm,Female,Married,Good,66,110.0,Blue,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Nurse,3,2,2,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Petunia_Grimm_%28Earth-616%29_from_Fantastic_Four_Vol_6_5_002.jpg/revision/latest/scale-to-width-down/350?cb=20200418224657,"Benson, Arizona",https://marvel.fandom.com/wiki/Petunia_Grimm_(Earth-616),https://marvel.fandom.com/wiki/Petunia_Grimm_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1138,{'$oid': '60ba7853eb3d706d332450f0'},Stewart Cadwall,Stewart Cadwall,Stewart Cadwall,Male,Married,Neutral,74,225.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,College,Bartender;  scriptwriter and criminal,2,4,3,5,4,2,https://static.wikia.nocookie.net/marveldatabase/images/e/ea/Stewart_Cadwall_%28Earth-616%29_from_Captain_Marvel_Vol_9_10_001.png/revision/latest/scale-to-width-down/350?cb=20161126122723,"Hollywood, Los Angeles, California",https://marvel.fandom.com/wiki/Stewart_Cadwall_(Earth-616),https://marvel.fandom.com/wiki/Stewart_Cadwall_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1139,{'$oid': '60ba7853eb3d706d332450f1'},Marandi Sjorokker,Spindrifter,Marandi Sjorokker,Female,Single,Good,60,100.0,Blue,Blond,Heterosexual,"Kingdom of Dolora, Cloudsea dimension",American,Elementary; informally trained in spellcasting,Sorceress; adventurer,3,2,9,2,4,2,https://static.wikia.nocookie.net/marveldatabase/images/8/81/Marandi_Sjorokker_%28Earth-616%29_from_Marvel_Legacy_The_1980s_Handbook_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/338?cb=20160706224646,"Nonesuch, in the Cloudsea dimension",https://marvel.fandom.com/wiki/Marandi_Sjorokker_(Earth-616),https://marvel.fandom.com/wiki/Marandi_Sjorokker_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
1140,{'$oid': '60ba7853eb3d706d332450f2'},Jim Sharp,Sin Eater,Jim Sharp,Male,Single,Bad,72,180.0,Green,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Evangelist,3,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/2/26/Jim_Sharp_%28Earth-616%29_from_Ghost_Rider_Vol_3_18_0001.jpg/revision/latest/scale-to-width-down/180?cb=20051217042505,"New York City, New York",https://marvel.fandom.com/wiki/Jim_Sharp_(Earth-616),https://marvel.fandom.com/wiki/Jim_Sharp_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1141,{'$oid': '60ba7853eb3d706d332450f3'},Leslie Anne Shappe,Crazy Eight,Leslie Anne Shappe,Female,Single,Neutral,68,145.0,Brown,Brown,Heterosexual,"Los Angeles, California",American,High School,Vigilante,2,4,2,3,1,6,https://static.wikia.nocookie.net/marveldatabase/images/3/3c/Leslie_Anne_Shappe_%28Earth-616%29_from_Incredible_Hulk_Vol_1_380_%28Cover%29.jpg/revision/latest/scale-to-width-down/178?cb=20140804171506,"New York City, New York",https://marvel.fandom.com/wiki/Leslie_Anne_Shappe_(Earth-616),https://marvel.fandom.com/wiki/Leslie_Anne_Shappe_(Earth-616)#Powers_and_Abilities,Los Angeles,CA,90012,34.0536909,-118.242766
1142,{'$oid': '60ba7853eb3d706d332450f4'},Kevin Leonardo,Atom Smasher,Kevin Leonardo ,Male,Single,Bad,73,195.0,Yellow,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,Ecoterrorist;  nuclear plant worker,2,4,3,6,5,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d5/Kevin_Leonardo_%28Earth-616%29_1.jpg/revision/latest/scale-to-width-down/347?cb=20130508183704,"New York City, New York",https://marvel.fandom.com/wiki/Kevin_Leonardo_(Earth-616),https://marvel.fandom.com/wiki/Kevin_Leonardo_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1143,{'$oid': '60ba7853eb3d706d332450f5'},Stephen Strange ,Necromancer,Stephen Strange,Male,Single,Bad,74,180.0,Grey,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Magician,4,2,9,3,6,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a4/Stephen_Strange_%28Counter-Earth%29_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Mystic_Arcana_The_Book_of_Marvel_Magic_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/350?cb=20170409135324,"New York City, New York",https://marvel.fandom.com/wiki/Stephen_Strange_(Counter-Earth)_(Earth-616),https://marvel.fandom.com/wiki/Stephen_Strange_(Counter-Earth)_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1144,{'$oid': '60ba7853eb3d706d332450f6'},Super-Ego,Super-Ego,Unknown,Non-Binary,Single,Neutral,71,175.0,MultiColored,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,Predator,1,7,7,7,1,1,https://static.wikia.nocookie.net/marveldatabase/images/c/c3/Super-Ego_%28Earth-616%29_from_Thor_Vol_1_450_001.jpg/revision/latest/scale-to-width-down/350?cb=20201030062241,"New York City, New York",https://marvel.fandom.com/wiki/Super-Ego_(Earth-616),https://marvel.fandom.com/wiki/Super-Ego_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1145,{'$oid': '60ba7853eb3d706d332450f7'},Frank Bigelow,Fight-Man,Frank Bigelow,Male,Divorced,Neutral,84,300.0,Blue,Black,Heterosexual,"Newark, New Jersey",American,Expelled from high school,Adventurer,1,6,3,7,5,3,https://static.wikia.nocookie.net/marveldatabase/images/6/6e/Frank_Bigelow_%28Earth-616%29_from_Fight_Man_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200419193828,Delta City,https://marvel.fandom.com/wiki/Frank_Bigelow_(Earth-616),https://marvel.fandom.com/wiki/Frank_Bigelow_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1146,{'$oid': '60ba7853eb3d706d332450f8'},Orville Nugent,Architect,Orville Nugent,Male,Single,Neutral,69,150.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Saboteur,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/9d/Orville_Nugent_%28Earth-616%29.png/revision/latest/scale-to-width-down/350?cb=20130909031054,"New York City, New York",https://marvel.fandom.com/wiki/Orville_Nugent_(Earth-616),https://marvel.fandom.com/wiki/Orville_Nugent_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1147,{'$oid': '60ba7853eb3d706d332450f9'},Shelob,Shelob,Shelob,Female,Single,Bad,68,130.0,MultiColored,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,4,3,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/b/bc/Shelob_%28Earth-616%29_from_Spirits_of_Vengeance_Vol_1_11_0001.jpg/revision/latest/scale-to-width-down/350?cb=20160829173201,"New York City, New York",https://marvel.fandom.com/wiki/Shelob_(Earth-616),https://marvel.fandom.com/wiki/Shelob_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1148,{'$oid': '60ba7853eb3d706d332450fa'},Gravemoss,Gravemoss,Unknown,Male,Single,Bad,72,185.0,Red,Grey,Heterosexual,"Newark, New Jersey",American,Homeschooled,Sorcerer; necromancer,8,9,9,9,13,9,https://static.wikia.nocookie.net/marveldatabase/images/c/c6/Gravemoss_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_2_001.jpg/revision/latest/scale-to-width-down/243?cb=20151130204311,"New York City, New York",https://marvel.fandom.com/wiki/Gravemoss_(Earth-616),https://marvel.fandom.com/wiki/Gravemoss_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1149,{'$oid': '60ba7853eb3d706d332450fb'},Astrid Mordo,Astrid Mordo,Astrid Mordo,Female,Single,Bad,71,130.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,"Trained in the use of magic by her father, Karl Mordo ",Adventurer,3,3,9,2,6,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d1/Astrid_Mordo_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Mystic_Arcana_The_Book_of_Marvel_Magic_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/284?cb=20161022154519,"Castle of Varf Mandra, Transylvania; Castle Krowler, Bayern, Germany",https://marvel.fandom.com/wiki/Astrid_Mordo_(Earth-616),https://marvel.fandom.com/wiki/Astrid_Mordo_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
1150,{'$oid': '60ba7853eb3d706d332450fc'},David Lowell,Sundown,David Patrick Lowell,Male,Divorced,Neutral,75,225.0,Green,Blond,Heterosexual,"Newark, New Jersey",American,Ph.D. in Plant Physiology,Botanist,4,4,10,4,6,2,https://static.wikia.nocookie.net/marveldatabase/images/2/21/David_Lowell_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_11_0001.jpg/revision/latest/scale-to-width-down/272?cb=20200116023815,"New York City, New York",https://marvel.fandom.com/wiki/David_Lowell_(Earth-616),https://marvel.fandom.com/wiki/David_Lowell_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
